Word,Valence,Arousal,Dominance
rhythmical,0.844,0.694,0.293
rib,0.49,0.349,0.293
ribbed,0.365,0.378,0.293
ribbon,0.719,0.288,0.293
rice,0.667,0.208,0.293
rich,0.882,0.627,0.293
riches,0.958,0.694,0.293
richness,0.896,0.833,0.293
rick,0.459,0.42,0.293
rickety,0.224,0.402,0.293
rickshaw,0.438,0.594,0.293
ricochet,0.287,0.618,0.293
rid,0.194,0.408,0.293
riddance,0.323,0.562,0.293
riddle,0.521,0.583,0.293
riddled,0.281,0.861,0.293
ride,0.806,0.465,0.293
rider,0.635,0.627,0.293
ridge,0.484,0.402,0.293
ridicule,0.143,0.745,0.293
ridiculed,0.112,0.806,0.293
ridiculous,0.159,0.594,0.293
riding,0.694,0.654,0.293
rife,0.57,0.561,0.293
riff,0.521,0.551,0.293
riffraff,0.36,0.404,0.293
rifle,0.329,0.9,0.293
rifleman,0.245,0.863,0.293
rifles,0.337,0.864,0.293
rift,0.246,0.519,0.293
rig,0.542,0.382,0.293
rigged,0.188,0.51,0.293
rigging,0.51,0.518,0.293
right,0.74,0.352,0.293
righteous,0.823,0.385,0.293
righteousness,0.802,0.66,0.293
rightful,0.837,0.358,0.293
rightly,0.74,0.471,0.293
righty,0.75,0.314,0.293
rigid,0.357,0.552,0.293
rigidity,0.198,0.53,0.293
rigor,0.375,0.745,0.293
rigorous,0.438,0.818,0.293
rim,0.51,0.397,0.293
rind,0.542,0.28,0.293
ring,0.677,0.427,0.293
ringer,0.573,0.604,0.293
ringing,0.724,0.598,0.293
ringleader,0.52,0.55,0.293
ringmaster,0.63,0.622,0.293
ringside,0.5,0.644,0.293
rink,0.551,0.392,0.293
rinse,0.663,0.168,0.293
riot,0.061,0.946,0.293
rioting,0.156,0.949,0.293
riotous,0.163,0.837,0.293
riots,0.099,0.882,0.293
rip,0.146,0.676,0.293
riparian,0.552,0.408,0.293
ripe,0.671,0.337,0.293
ripen,0.755,0.373,0.293
ripening,0.615,0.49,0.293
ripper,0.219,0.887,0.293
ripple,0.5,0.453,0.293
rippling,0.5,0.48,0.293
rise,0.667,0.593,0.293
rising,0.75,0.602,0.293
risk,0.24,0.816,0.293
risky,0.224,0.922,0.293
risotto,0.802,0.454,0.293
rite,0.378,0.57,0.293
ritual,0.375,0.52,0.293
ritualistic,0.45,0.583,0.293
rival,0.286,0.605,0.293
rivalry,0.192,0.765,0.293
river,0.688,0.392,0.293
riverbank,0.684,0.3,0.293
riverbed,0.61,0.233,0.293
riverboat,0.561,0.347,0.293
rivet,0.458,0.306,0.293
riveted,0.385,0.439,0.293
riveting,0.448,0.544,0.293
roach,0.146,0.598,0.293
road,0.656,0.404,0.293
roadblock,0.337,0.669,0.293
roadhouse,0.5,0.62,0.293
roadie,0.5,0.566,0.293
roadrage,0.458,0.567,0.293
roadrunner,0.49,0.702,0.293
roads,0.677,0.448,0.293
roadside,0.5,0.569,0.293
roadster,0.531,0.622,0.293
roadtrip,0.677,0.596,0.293
roadway,0.562,0.206,0.293
roadworks,0.562,0.538,0.293
roam,0.51,0.55,0.293
roar,0.427,0.816,0.293
roaring,0.449,0.817,0.293
roast,0.521,0.541,0.293
roasted,0.615,0.52,0.293
rob,0.112,0.84,0.293
robber,0.135,0.772,0.293
robbery,0.133,0.843,0.293
robe,0.594,0.216,0.293
robin,0.552,0.363,0.293
robot,0.441,0.337,0.293
robotic,0.417,0.602,0.293
robotics,0.592,0.6,0.293
robust,0.667,0.604,0.293
roc,0.427,0.51,0.293
rock,0.623,0.236,0.293
rocker,0.615,0.704,0.293
rocket,0.664,0.824,0.293
rocks,0.365,0.209,0.293
rod,0.479,0.319,0.293
rodent,0.323,0.577,0.293
rodeo,0.49,0.676,0.293
roe,0.49,0.382,0.293
rogue,0.334,0.713,0.293
role,0.552,0.26,0.293
roll,0.469,0.51,0.293
roller,0.521,0.394,0.293
rollercoaster,0.802,0.91,0.293
rollers,0.49,0.365,0.293
rollicking,0.878,0.806,0.293
rolling,0.51,0.606,0.293
roman,0.615,0.475,0.293
romance,0.98,0.682,0.293
romantic,0.936,0.531,0.293
romanticism,0.854,0.521,0.293
romp,0.61,0.64,0.293
roof,0.602,0.226,0.293
rooftop,0.571,0.471,0.293
rook,0.38,0.4,0.293
rookie,0.583,0.37,0.293
room,0.729,0.283,0.293
roomful,0.786,0.425,0.293
roommate,0.75,0.481,0.293
rooms,0.677,0.241,0.293
roomy,0.76,0.342,0.293
roost,0.5,0.41,0.293
rooster,0.459,0.385,0.293
root,0.602,0.279,0.293
root beer,0.582,0.52,0.293
rooted,0.51,0.527,0.293
rope,0.385,0.28,0.293
ropes,0.458,0.304,0.293
rosary,0.806,0.14,0.293
rose,0.865,0.276,0.293
rosemary,0.688,0.381,0.293
rosette,0.469,0.41,0.293
roster,0.531,0.306,0.293
rosy,0.94,0.528,0.293
rot,0.031,0.558,0.293
rota,0.32,0.462,0.293
rotary,0.573,0.462,0.293
rotate,0.458,0.47,0.293
rotation,0.67,0.52,0.293
rote,0.561,0.481,0.293
rotor,0.5,0.458,0.293
rotten,0.104,0.59,0.293
rotting,0.188,0.462,0.293
rotunda,0.5,0.464,0.293
rouge,0.562,0.4,0.293
rough,0.406,0.794,0.293
roughly,0.448,0.539,0.293
roughneck,0.323,0.64,0.293
roughness,0.214,0.578,0.293
roulette,0.326,0.69,0.293
round,0.552,0.434,0.293
roundabout,0.49,0.425,0.293
rounded,0.592,0.391,0.293
roundup,0.52,0.58,0.293
rouse,0.521,0.49,0.293
rouser,0.48,0.54,0.293
rousing,0.714,0.517,0.293
rout,0.163,0.625,0.293
route,0.583,0.353,0.293
routine,0.365,0.219,0.293
rove,0.457,0.4,0.293
rover,0.51,0.538,0.293
roving,0.583,0.442,0.293
row,0.427,0.275,0.293
rowboat,0.455,0.393,0.293
rowdy,0.255,0.9,0.293
rowing,0.458,0.443,0.293
royal,0.796,0.43,0.293
royalty,0.832,0.571,0.293
rub,0.521,0.565,0.293
rubber,0.46,0.217,0.293
rubbers,0.604,0.36,0.293
rubbing,0.406,0.569,0.293
rubbish,0.198,0.454,0.293
rubble,0.308,0.509,0.293
rubdown,0.561,0.491,0.293
rubric,0.427,0.26,0.293
ruby,0.663,0.408,0.293
ruckus,0.271,0.706,0.293
rudder,0.439,0.469,0.293
ruddy,0.49,0.63,0.293
rude,0.061,0.821,0.293
rudeness,0.28,0.819,0.293
rudimentary,0.286,0.321,0.293
rudiments,0.385,0.52,0.293
rue,0.323,0.394,0.293
rueful,0.173,0.429,0.293
ruff,0.365,0.51,0.293
ruffian,0.13,0.824,0.293
ruffle,0.443,0.561,0.293
rug,0.52,0.24,0.293
rugby,0.677,0.82,0.293
rugged,0.561,0.569,0.293
ruin,0.125,0.588,0.293
ruination,0.184,0.582,0.293
ruined,0.135,0.564,0.293
ruinous,0.255,0.69,0.293
ruins,0.25,0.49,0.293
rule,0.567,0.427,0.293
ruler,0.44,0.4,0.293
ruling,0.177,0.566,0.293
rum,0.561,0.377,0.293
rumba,0.781,0.827,0.293
rumble,0.367,0.745,0.293
rummage,0.243,0.615,0.293
rumor,0.255,0.582,0.293
rumored,0.427,0.604,0.293
rump,0.449,0.425,0.293
rumpus,0.448,0.531,0.293
run,0.542,0.787,0.293
runaround,0.448,0.519,0.293
runaway,0.271,0.77,0.293
rundown,0.52,0.296,0.293
runes,0.438,0.3,0.293
rung,0.51,0.355,0.293
runner,0.459,0.747,0.293
running,0.73,0.858,0.293
running shoes,0.653,0.573,0.293
runny,0.54,0.439,0.293
runt,0.37,0.5,0.293
runway,0.585,0.373,0.293
rupture,0.125,0.633,0.293
rural,0.562,0.245,0.293
ruse,0.531,0.64,0.293
rush,0.406,0.809,0.293
rushing,0.398,0.821,0.293
rust,0.281,0.265,0.293
rusted,0.286,0.357,0.293
rustic,0.369,0.657,0.293
rustle,0.333,0.538,0.293
rustler,0.281,0.83,0.293
rusty,0.271,0.345,0.293
rut,0.333,0.31,0.293
ruth,0.469,0.427,0.293
ruthless,0.208,0.85,0.293
rye,0.49,0.298,0.293
sabbatical,0.771,0.24,0.293
saber,0.551,0.62,0.293
sable,0.449,0.596,0.293
sabotage,0.135,0.906,0.293
saboteur,0.25,0.804,0.293
sac,0.344,0.245,0.293
sack,0.385,0.337,0.293
sacrament,0.69,0.316,0.293
sacred,0.833,0.375,0.293
sacrifice,0.208,0.833,0.293
sacrifices,0.281,0.717,0.293
sacrificial,0.198,0.755,0.293
sacrilege,0.281,0.708,0.293
sacrilegious,0.146,0.736,0.293
sad,0.225,0.333,0.293
sadday,0.52,0.418,0.293
saddens,0.104,0.436,0.293
saddle,0.51,0.509,0.293
sadist,0.042,0.918,0.293
sadistic,0.031,0.906,0.293
sadly,0.047,0.255,0.293
sadness,0.052,0.288,0.293
safari,0.663,0.673,0.293
safe,0.898,0.306,0.293
safeguard,0.786,0.624,0.293
safekeeping,0.653,0.51,0.293
safety,0.708,0.491,0.293
saffron,0.443,0.373,0.293
sag,0.153,0.578,0.293
saga,0.635,0.44,0.293
sage,0.781,0.327,0.293
saggy,0.37,0.429,0.293
sail,0.615,0.22,0.293
sailboat,0.719,0.392,0.293
sailing,0.667,0.52,0.293
sailor,0.5,0.588,0.293
saint,0.812,0.24,0.293
sainted,0.708,0.296,0.293
saintly,0.865,0.286,0.293
sake,0.49,0.573,0.293
salad,0.75,0.26,0.293
salamander,0.41,0.362,0.293
salami,0.667,0.36,0.293
salary,0.786,0.48,0.293
sale,0.647,0.602,0.293
salesgirl,0.582,0.49,0.293
salesman,0.643,0.559,0.293
salient,0.6,0.573,0.293
saline,0.43,0.34,0.293
saliva,0.214,0.265,0.293
sally,0.604,0.39,0.293
salmon,0.76,0.25,0.293
salmonella,0.167,0.608,0.293
salon,0.531,0.296,0.293
saloon,0.63,0.3,0.293
salsa,0.742,0.5,0.293
salt,0.323,0.312,0.293
salted,0.333,0.4,0.293
saltwater,0.327,0.33,0.293
salty,0.388,0.531,0.293
salutary,0.885,0.36,0.293
salutation,0.878,0.417,0.293
salute,0.833,0.542,0.293
salvage,0.622,0.51,0.293
salvation,0.857,0.48,0.293
salve,0.612,0.39,0.293
samba,0.781,0.74,0.293
sameness,0.531,0.33,0.293
sample,0.521,0.187,0.293
samurai,0.562,0.736,0.293
sanatorium,0.469,0.49,0.293
sanctification,0.77,0.431,0.293
sanctified,0.792,0.24,0.293
sanctify,0.673,0.443,0.293
sanctimonious,0.24,0.365,0.293
sanction,0.201,0.75,0.293
sanctioned,0.323,0.696,0.293
sanctity,0.771,0.33,0.293
sanctuary,0.863,0.226,0.293
sanctum,0.521,0.438,0.293
sand,0.582,0.279,0.293
sandal,0.49,0.283,0.293
sandbox,0.573,0.274,0.293
sander,0.438,0.58,0.293
sandman,0.479,0.469,0.293
sandpaper,0.417,0.425,0.293
sands,0.646,0.304,0.293
sandstorm,0.324,0.821,0.293
sandwich,0.672,0.314,0.293
sandy,0.406,0.265,0.293
sane,0.76,0.235,0.293
sanguine,0.52,0.56,0.293
sanitarium,0.448,0.645,0.293
sanitary,0.458,0.32,0.293
sanitation,0.742,0.312,0.293
sanity,0.667,0.333,0.293
sans,0.459,0.294,0.293
santa,0.735,0.286,0.293
sap,0.47,0.298,0.293
sapiens,0.48,0.453,0.293
sapphire,0.77,0.472,0.293
sappy,0.583,0.469,0.293
sarcasm,0.125,0.685,0.293
sarcastic,0.397,0.781,0.293
sarcoma,0.26,0.519,0.293
sarcophagus,0.271,0.561,0.293
sardine,0.541,0.236,0.293
sardonic,0.208,0.679,0.293
sarsaparilla,0.542,0.488,0.293
sash,0.48,0.298,0.293
sashimi,0.704,0.31,0.293
sassafras,0.469,0.388,0.293
sassy,0.271,0.704,0.293
satanic,0.062,0.843,0.293
satchel,0.521,0.306,0.293
sate,0.667,0.4,0.293
satellite,0.562,0.409,0.293
satin,0.519,0.396,0.293
satire,0.458,0.655,0.293
satirical,0.323,0.615,0.293
satisfaction,0.939,0.637,0.293
satisfactorily,0.765,0.57,0.293
satisfactory,0.959,0.569,0.293
satisfied,0.959,0.51,0.293
satisfy,0.867,0.79,0.293
satisfying,0.89,0.606,0.293
saturate,0.281,0.68,0.293
saturated,0.474,0.7,0.293
saturation,0.255,0.582,0.293
satyr,0.28,0.639,0.293
sauce,0.562,0.515,0.293
saucepan,0.347,0.264,0.293
saucer,0.51,0.327,0.293
saucy,0.25,0.653,0.293
sauerkraut,0.531,0.454,0.293
sauna,0.781,0.35,0.293
sausage,0.542,0.429,0.293
savage,0.204,0.931,0.293
savagery,0.219,0.907,0.293
savanna,0.606,0.147,0.293
savannah,0.729,0.212,0.293
savant,0.781,0.451,0.293
save,0.77,0.439,0.293
saver,0.745,0.382,0.293
saving,0.663,0.23,0.293
savings,0.776,0.431,0.293
savior,0.92,0.469,0.293
savor,0.827,0.552,0.293
savory,0.812,0.717,0.293
savvy,0.719,0.52,0.293
saw,0.316,0.541,0.293
sawdust,0.398,0.279,0.293
sawmill,0.427,0.378,0.293
sax,0.573,0.465,0.293
saxophone,0.688,0.444,0.293
say,0.571,0.31,0.293
sayonara,0.56,0.398,0.293
scab,0.354,0.33,0.293
scabbard,0.325,0.219,0.293
scaffold,0.48,0.5,0.293
scaffolding,0.496,0.366,0.293
scalding,0.271,0.54,0.293
scale,0.31,0.35,0.293
scales,0.439,0.33,0.293
scallop,0.49,0.363,0.293
scalp,0.347,0.346,0.293
scalpel,0.302,0.7,0.293
scaly,0.281,0.481,0.293
scam,0.042,0.745,0.293
scamp,0.458,0.464,0.293
scampi,0.531,0.448,0.293
scan,0.479,0.423,0.293
scandal,0.122,0.821,0.293
scandalous,0.135,0.907,0.293
scanner,0.531,0.356,0.293
scanty,0.287,0.333,0.293
scape,0.29,0.625,0.293
scapegoat,0.184,0.685,0.293
scar,0.146,0.5,0.293
scarab,0.406,0.458,0.293
scarce,0.292,0.324,0.293
scarcely,0.082,0.412,0.293
scarcity,0.167,0.5,0.293
scare,0.122,0.91,0.293
scarecrow,0.219,0.274,0.293
scared,0.146,0.828,0.293
scares,0.122,0.847,0.293
scarf,0.75,0.224,0.293
scarier,0.156,0.846,0.293
scariest,0.167,0.863,0.293
scarlet,0.507,0.39,0.293
scary,0.062,0.952,0.293
scat,0.337,0.548,0.293
scatter,0.229,0.62,0.293
scattered,0.208,0.38,0.293
scattering,0.347,0.55,0.293
scavenger,0.177,0.578,0.293
scenario,0.667,0.51,0.293
scene,0.57,0.34,0.293
scenery,0.745,0.253,0.293
scenic,0.684,0.548,0.293
scent,0.633,0.41,0.293
scented,0.865,0.509,0.293
scepter,0.63,0.3,0.293
sceptical,0.214,0.387,0.293
scepticism,0.292,0.444,0.293
schadenfreude,0.354,0.64,0.293
schedule,0.51,0.38,0.293
schematic,0.49,0.284,0.293
scheme,0.521,0.269,0.293
schilling,0.367,0.41,0.293
schism,0.28,0.569,0.293
schizophrenia,0.092,0.88,0.293
schizophrenic,0.102,0.958,0.293
schlep,0.302,0.426,0.293
schmuck,0.363,0.412,0.293
schnapps,0.583,0.567,0.293
schnitzel,0.365,0.43,0.293
scholar,0.694,0.421,0.293
scholarly,0.75,0.466,0.293
scholarship,0.866,0.49,0.293
scholastic,0.5,0.47,0.293
school,0.765,0.423,0.293
schoolboy,0.623,0.385,0.293
schoolgirl,0.76,0.521,0.293
schoolhouse,0.602,0.407,0.293
schooling,0.582,0.462,0.293
schoolmaster,0.667,0.368,0.293
schoolteacher,0.521,0.38,0.293
schoolwork,0.479,0.5,0.293
schoolyard,0.684,0.529,0.293
schooner,0.635,0.408,0.293
sciatica,0.286,0.443,0.293
science,0.588,0.429,0.293
scientific,0.653,0.51,0.293
scientist,0.562,0.5,0.293
scifi,0.592,0.57,0.293
scintilla,0.476,0.528,0.293
scintillating,0.65,0.736,0.293
scintillation,0.576,0.579,0.293
scintillator,0.583,0.67,0.293
scion,0.49,0.38,0.293
scissors,0.458,0.462,0.293
scoff,0.125,0.686,0.293
scold,0.194,0.755,0.293
scolding,0.071,0.833,0.293
scone,0.418,0.287,0.293
scoop,0.583,0.543,0.293
scoot,0.51,0.49,0.293
scooter,0.51,0.587,0.293
scope,0.656,0.386,0.293
scorch,0.214,0.689,0.293
scorching,0.406,0.635,0.293
score,0.67,0.388,0.293
scoreboard,0.667,0.484,0.293
scorer,0.73,0.608,0.293
scores,0.594,0.469,0.293
scorn,0.11,0.721,0.293
scorned,0.062,0.529,0.293
scornful,0.173,0.608,0.293
scorpion,0.198,0.745,0.293
scotch,0.578,0.52,0.293
scoundrel,0.094,0.74,0.293
scour,0.388,0.602,0.293
scourge,0.214,0.64,0.293
scout,0.656,0.611,0.293
scowl,0.302,0.6,0.293
scrabble,0.625,0.412,0.293
scram,0.306,0.485,0.293
scramble,0.469,0.744,0.293
scrambled,0.451,0.535,0.293
scrambler,0.417,0.55,0.293
scrambling,0.421,0.81,0.293
scrap,0.156,0.339,0.293
scrapbook,0.562,0.274,0.293
scrape,0.365,0.615,0.293
scrapie,0.306,0.706,0.293
scraping,0.265,0.479,0.293
scrappy,0.301,0.375,0.293
scratch,0.276,0.625,0.293
scratchy,0.235,0.61,0.293
scrawny,0.276,0.422,0.293
scream,0.188,0.863,0.293
screamer,0.156,0.67,0.293
screaming,0.245,0.901,0.293
screech,0.214,0.802,0.293
screen,0.67,0.3,0.293
screening,0.562,0.57,0.293
screenplay,0.5,0.406,0.293
screenwriter,0.571,0.5,0.293
screw,0.385,0.46,0.293
screwball,0.271,0.68,0.293
screwdriver,0.52,0.519,0.293
screwed,0.302,0.52,0.293
screwy,0.344,0.596,0.293
screwyou,0.26,0.647,0.293
scribble,0.429,0.453,0.293
scribe,0.541,0.264,0.293
scrimmage,0.367,0.66,0.293
scrip,0.43,0.462,0.293
script,0.61,0.45,0.293
scriptural,0.551,0.25,0.293
scripture,0.745,0.27,0.293
scroll,0.375,0.63,0.293
scrotum,0.396,0.653,0.293
scrounge,0.21,0.565,0.293
scrounger,0.323,0.49,0.293
scrub,0.417,0.42,0.293
scruffy,0.194,0.435,0.293
scrumptious,0.959,0.65,0.293
scrupulous,0.545,0.685,0.293
scrutinize,0.458,0.587,0.293
scrutiny,0.5,0.653,0.293
scuba,0.542,0.494,0.293
scuff,0.165,0.56,0.293
scuffle,0.146,0.8,0.293
scullery,0.469,0.337,0.293
sculptor,0.653,0.431,0.293
sculpture,0.75,0.346,0.293
sculptured,0.708,0.373,0.293
scum,0.357,0.38,0.293
scumbag,0.24,0.591,0.293
scurry,0.398,0.647,0.293
scurvy,0.354,0.462,0.293
scuttle,0.438,0.398,0.293
sea,0.833,0.353,0.293
seaboard,0.663,0.356,0.293
seafood,0.656,0.5,0.293
seagull,0.635,0.245,0.293
seal,0.49,0.218,0.293
seals,0.412,0.241,0.293
seam,0.427,0.25,0.293
seaman,0.52,0.51,0.293
seamless,0.459,0.14,0.293
seamstress,0.535,0.288,0.293
seaport,0.594,0.317,0.293
sear,0.49,0.553,0.293
search,0.635,0.58,0.293
searching,0.534,0.657,0.293
searchlight,0.622,0.51,0.293
seared,0.229,0.41,0.293
seashore,0.796,0.31,0.293
seasick,0.115,0.683,0.293
seaside,0.887,0.52,0.293
season,0.792,0.41,0.293
seasonal,0.592,0.273,0.293
seasoned,0.812,0.57,0.293
seasoning,0.633,0.388,0.293
seat,0.542,0.281,0.293
seatbelt,0.656,0.314,0.293
seating,0.552,0.265,0.293
seawater,0.76,0.197,0.293
seaweed,0.446,0.286,0.293
sec,0.49,0.385,0.293
secession,0.323,0.561,0.293
secluded,0.357,0.265,0.293
seclusion,0.23,0.558,0.293
second,0.49,0.21,0.293
second cousin,0.698,0.36,0.293
secondary,0.636,0.375,0.293
secondhand,0.194,0.389,0.293
secrecy,0.294,0.549,0.293
secret,0.479,0.58,0.293
secretariat,0.518,0.459,0.293
secretary,0.612,0.426,0.293
secrete,0.427,0.567,0.293
secretion,0.354,0.582,0.293
secretive,0.39,0.25,0.293
secretly,0.525,0.404,0.293
sect,0.265,0.667,0.293
sectarian,0.26,0.606,0.293
section,0.5,0.269,0.293
sectional,0.427,0.415,0.293
sector,0.594,0.19,0.293
secular,0.463,0.461,0.293
secularism,0.367,0.44,0.293
secure,0.844,0.38,0.293
securities,0.75,0.304,0.293
security,0.837,0.36,0.293
sedan,0.48,0.423,0.293
sedate,0.656,0.157,0.293
sedation,0.51,0.27,0.293
sedative,0.314,0.273,0.293
sedentary,0.292,0.185,0.293
sedge,0.406,0.396,0.293
sediment,0.438,0.306,0.293
sedimentary,0.398,0.265,0.293
sedition,0.327,0.557,0.293
seduce,0.462,0.864,0.293
seducer,0.704,0.812,0.293
seducing,0.569,0.794,0.293
seduction,0.51,0.891,0.293
seductive,0.771,0.821,0.293
see,0.635,0.269,0.293
seed,0.656,0.135,0.293
seedling,0.406,0.343,0.293
seeds,0.731,0.269,0.293
seedy,0.229,0.39,0.293
seek,0.622,0.429,0.293
seeker,0.646,0.464,0.293
seem,0.471,0.302,0.293
seemingly,0.49,0.41,0.293
seer,0.604,0.481,0.293
seesaw,0.57,0.559,0.293
seething,0.312,0.821,0.293
segment,0.469,0.29,0.293
segregate,0.29,0.627,0.293
segregated,0.164,0.575,0.293
segregation,0.302,0.545,0.293
seismic,0.323,0.925,0.293
seize,0.656,0.644,0.293
seizure,0.177,0.775,0.293
seldom,0.323,0.379,0.293
select,0.615,0.406,0.293
selection,0.594,0.34,0.293
selective,0.612,0.347,0.293
selectman,0.552,0.547,0.293
selenium,0.469,0.408,0.293
self,0.704,0.37,0.293
selfharm,0.35,0.62,0.293
selfish,0.061,0.637,0.293
selfishness,0.2,0.686,0.293
selfless,0.521,0.235,0.293
selflove,0.854,0.63,0.293
selfworth,0.704,0.46,0.293
sell,0.618,0.608,0.293
seller,0.635,0.471,0.293
sellout,0.398,0.49,0.293
seltzer,0.448,0.452,0.293
semantics,0.698,0.394,0.293
semaphore,0.552,0.374,0.293
semblance,0.5,0.471,0.293
semen,0.5,0.755,0.293
semester,0.521,0.327,0.293
semi,0.296,0.345,0.293
semiautomatic,0.469,0.51,0.293
semicolon,0.378,0.255,0.293
seminal,0.459,0.413,0.293
seminar,0.583,0.36,0.293
seminary,0.594,0.367,0.293
semiotics,0.449,0.417,0.293
senate,0.49,0.349,0.293
senator,0.391,0.422,0.293
send,0.663,0.48,0.293
sender,0.542,0.449,0.293
senescence,0.378,0.456,0.293
senile,0.28,0.211,0.293
senior,0.561,0.415,0.293
seniority,0.408,0.427,0.293
senor,0.527,0.217,0.293
senorita,0.765,0.55,0.293
sensation,0.781,0.663,0.293
sensational,0.938,0.827,0.293
sense,0.781,0.417,0.293
senseless,0.125,0.388,0.293
senses,0.74,0.461,0.293
sensibility,0.583,0.423,0.293
sensible,0.625,0.454,0.293
sensibly,0.786,0.337,0.293
sensitive,0.714,0.426,0.293
sensitivity,0.75,0.417,0.293
sensor,0.571,0.377,0.293
sensory,0.583,0.48,0.293
sensual,0.73,0.79,0.293
sensuality,0.844,0.84,0.293
sensuous,0.854,0.798,0.293
sentence,0.625,0.265,0.293
sentencing,0.12,0.782,0.293
sentient,0.583,0.417,0.293
sentiment,0.765,0.451,0.293
sentimental,0.583,0.378,0.293
sentimentality,0.771,0.548,0.293
sentinel,0.531,0.602,0.293
sentry,0.47,0.547,0.293
separable,0.469,0.39,0.293
separate,0.24,0.514,0.293
separately,0.31,0.365,0.293
separation,0.198,0.592,0.293
separatist,0.245,0.627,0.293
sepia,0.448,0.27,0.293
sepsis,0.229,0.452,0.293
sept,0.521,0.333,0.293
septic,0.281,0.462,0.293
septum,0.276,0.423,0.293
sequel,0.65,0.48,0.293
sequence,0.543,0.35,0.293
sequent,0.531,0.423,0.293
sequestered,0.16,0.863,0.293
sequestration,0.177,0.86,0.293
serenade,0.875,0.57,0.293
serendipity,0.677,0.413,0.293
serene,0.802,0.132,0.293
serenity,0.9,0.122,0.293
sergeant,0.408,0.6,0.293
serial,0.469,0.35,0.293
serialize,0.5,0.455,0.293
series,0.622,0.431,0.293
serif,0.531,0.417,0.293
serious,0.5,0.455,0.293
seriousness,0.439,0.365,0.293
sermon,0.417,0.507,0.293
serpent,0.115,0.696,0.293
serpentine,0.576,0.646,0.293
serrated,0.388,0.435,0.293
serum,0.52,0.231,0.293
servant,0.34,0.408,0.293
serve,0.622,0.4,0.293
server,0.656,0.356,0.293
service,0.684,0.408,0.293
serviceable,0.834,0.4,0.293
servile,0.439,0.327,0.293
servitude,0.25,0.49,0.293
sesame,0.673,0.25,0.293
sess,0.418,0.481,0.293
session,0.51,0.481,0.293
sessions,0.646,0.578,0.293
set,0.521,0.482,0.293
setback,0.198,0.451,0.293
sett,0.56,0.413,0.293
setter,0.541,0.455,0.293
settle,0.833,0.52,0.293
settled,0.521,0.51,0.293
settlement,0.635,0.412,0.293
settler,0.573,0.453,0.293
settlor,0.531,0.434,0.293
setup,0.667,0.398,0.293
seven,0.672,0.265,0.293
seventeen,0.585,0.296,0.293
seventh,0.5,0.245,0.293
seventy,0.625,0.353,0.293
sever,0.156,0.635,0.293
severable,0.406,0.451,0.293
severally,0.719,0.298,0.293
severance,0.396,0.62,0.293
severe,0.164,0.735,0.293
severely,0.219,0.673,0.293
severity,0.26,0.712,0.293
sew,0.51,0.34,0.293
sewage,0.255,0.343,0.293
sewer,0.286,0.367,0.293
sewerage,0.208,0.45,0.293
